Crime_ID,Crime_Type,Time_of_Happening,Location,Day_of_Week,Severity,Reported_Time,Nearby_Landmark,Frequency_in_Last_30_Days
4054,Eve Teasing,04:38,"Dallo Pura (28.8529, 77.1245)",Wednesday,Severe,09:59,Mall,44
4055,Human Trafficking,14:28,"Sultan Pur Majra (28.8462, 77.0694)",Saturday,Minor,00:25,Police Station,9
4056,Sexual Harassment,00:28,"Hastsal (28.5839, 77.2463)",Friday,Severe,10:18,Mall,35
4057,Eve Teasing,20:13,"Dallo Pura (28.7584, 76.9309)",Saturday,Moderate,20:27,Temple,7
4058,Dowry Death,05:18,"Bhalswa Jahangir Pur (28.8742, 76.9576)",Monday,Minor,21:59,Mall,23
4059,Stalking,09:36,"Mandoli (28.4087, 76.8539)",Saturday,Moderate,13:58,Mall,6
4060,Human Trafficking,08:39,"Kirari Suleman Nagar (28.581, 77.1961)",Tuesday,Severe,02:36,Temple,43
4061,Sexual Harassment,17:59,"Hastsal (28.76, 76.9724)",Monday,Moderate,10:43,Apartment Complex,45
4062,Dowry Death,02:23,"Hastsal (28.7585, 77.0076)",Sunday,Severe,02:54,Park,41
4063,Stalking,06:38,"Kirari Suleman Nagar (28.4272, 77.2744)",Thursday,Severe,08:38,Police Station,17
4064,Eve Teasing,09:26,"Gokal Pur (28.561, 76.8226)",Saturday,Moderate,06:49,Hospital,42
4065,Human Trafficking,11:16,"Burari (28.4534, 77.0289)",Wednesday,Moderate,17:06,Apartment Complex,21
4066,Eve Teasing,15:37,"Dallo Pura (28.8224, 77.1143)",Wednesday,Moderate,00:45,School,26
4067,Acid Attack,08:15,"Gokal Pur (28.4766, 76.8115)",Tuesday,Severe,10:46,Market,41
4068,Eve Teasing,10:01,"Hastsal (28.6555, 76.9038)",Friday,Severe,09:40,Hospital,23
4069,Honor Killing,15:59,"Burari (28.448, 76.9446)",Thursday,Moderate,19:54,Hospital,50
4070,Stalking,02:52,"Burari (28.4206, 77.0455)",Friday,Minor,11:06,Market,47
4071,Eve Teasing,11:22,"Delhi Cantonment (28.7147, 77.1206)",Thursday,Minor,07:57,Police Station,28
4072,Stalking,23:52,"Hastsal (28.8168, 77.1655)",Saturday,Severe,04:19,Market,37
4073,Dowry Death,05:19,"Sultan Pur Majra (28.793, 76.8197)",Sunday,Severe,05:55,Hospital,10
4074,Honor Killing,01:00,"Mandoli (28.7362, 76.955)",Thursday,Minor,05:10,Park,28
4075,Dowry Death,21:10,"Dallo Pura (28.787, 77.1571)",Wednesday,Moderate,21:06,School,38
4076,Dowry Death,19:13,"Gokal Pur (28.7833, 77.1572)",Tuesday,Minor,07:21,Police Station,30
4077,Dowry Death,09:22,"Deoli (28.4331, 76.88)",Thursday,Moderate,14:31,Mall,13
4078,Acid Attack,06:11,"Karawal Nagar (28.6707, 77.0121)",Saturday,Moderate,06:06,Temple,1
4079,Honor Killing,05:04,"Dallo Pura (28.6244, 76.9178)",Tuesday,Severe,15:01,Park,13
4080,Domestic Violence,22:02,"Dallo Pura (28.5027, 77.0958)",Sunday,Severe,23:23,Hospital,46
4081,Stalking,14:45,"Burari (28.6697, 77.0522)",Saturday,Minor,11:16,Hospital,42
4082,Acid Attack,09:30,"Dallo Pura (28.8449, 76.9971)",Wednesday,Moderate,09:02,Park,25
4083,Dowry Death,19:58,"Hastsal (28.5084, 77.2866)",Sunday,Moderate,16:44,Mall,8
4084,Human Trafficking,10:01,"Hastsal (28.4242, 76.8275)",Wednesday,Severe,15:44,Apartment Complex,33
4085,Stalking,18:15,"Burari (28.6522, 76.8459)",Tuesday,Moderate,13:15,Apartment Complex,39
4086,Honor Killing,11:36,"Mustafabad (28.4241, 76.9661)",Sunday,Moderate,11:50,School,21
4087,Acid Attack,13:25,"Sultan Pur Majra (28.5545, 77.1291)",Sunday,Severe,12:26,Police Station,5
4088,Human Trafficking,15:22,"Deoli (28.7205, 76.8641)",Sunday,Severe,21:13,Hospital,0
4089,Stalking,23:40,"Karawal Nagar (28.4831, 77.2391)",Monday,Severe,01:51,Market,4
4090,Dowry Death,02:05,"Delhi Cantonment (28.6487, 76.8089)",Saturday,Moderate,21:37,School,41
4091,Stalking,05:49,"Mustafabad (28.7409, 77.2098)",Tuesday,Minor,17:05,Mall,3
4092,Eve Teasing,02:30,"Deoli (28.5833, 76.8488)",Monday,Minor,06:07,School,16
4093,Dowry Death,06:55,"Karawal Nagar (28.6966, 77.2541)",Monday,Severe,08:50,Apartment Complex,9
4094,Human Trafficking,17:09,"Nangloi Jat (28.6109, 76.8468)",Tuesday,Minor,15:33,School,44
4095,Domestic Violence,14:38,"Gokal Pur (28.4098, 77.1308)",Wednesday,Severe,14:41,School,41
4096,Domestic Violence,23:01,"Karawal Nagar (28.4033, 76.8307)",Thursday,Moderate,02:56,Temple,30
4097,Stalking,13:56,"Hastsal (28.4202, 77.0062)",Monday,Minor,18:32,Park,48
4098,Eve Teasing,03:02,"Deoli (28.5674, 77.1601)",Wednesday,Moderate,22:52,Park,1
4099,Acid Attack,06:13,"Nangloi Jat (28.8157, 77.2725)",Friday,Moderate,19:06,School,5
4100,Stalking,15:03,"Burari (28.559, 77.0889)",Tuesday,Minor,09:17,School,0
4101,Sexual Harassment,19:45,"Mandoli (28.8004, 76.919)",Thursday,Moderate,19:27,Park,38
4102,Sexual Harassment,21:31,"Burari (28.4608, 77.1522)",Friday,Severe,13:04,Park,18
4103,Human Trafficking,20:07,"Burari (28.6079, 76.8667)",Tuesday,Moderate,20:41,Hospital,36
4104,Dowry Death,04:21,"Bhalswa Jahangir Pur (28.5018, 77.0665)",Friday,Moderate,08:19,Mall,46
4105,Honor Killing,06:50,"Delhi Cantonment (28.4249, 77.2516)",Tuesday,Moderate,15:07,Temple,8
4106,Dowry Death,10:55,"Deoli (28.4564, 77.2386)",Sunday,Severe,11:47,Temple,48
4107,Dowry Death,22:58,"Bhalswa Jahangir Pur (28.846, 77.1563)",Monday,Moderate,20:42,School,3
4108,Stalking,23:45,"Mandoli (28.6439, 76.8885)",Sunday,Minor,13:46,Police Station,16
4109,Human Trafficking,00:15,"Burari (28.8347, 77.1395)",Saturday,Moderate,12:55,Police Station,18
4110,Eve Teasing,19:01,"Bhalswa Jahangir Pur (28.6252, 76.9289)",Sunday,Minor,10:48,Mall,13
4111,Dowry Death,17:36,"Nangloi Jat (28.8683, 76.9703)",Monday,Minor,22:00,Park,38
4112,Honor Killing,20:26,"Bhalswa Jahangir Pur (28.6936, 77.0769)",Friday,Minor,06:21,Temple,32
4113,Sexual Harassment,04:54,"Mandoli (28.6023, 76.9772)",Monday,Severe,07:42,Park,41
4114,Sexual Harassment,13:38,"Dallo Pura (28.5835, 76.9146)",Friday,Minor,23:26,School,40
4115,Sexual Harassment,13:30,"Mustafabad (28.495, 76.8957)",Sunday,Moderate,14:03,Apartment Complex,1
4116,Acid Attack,19:53,"Burari (28.4229, 76.911)",Wednesday,Minor,21:11,Police Station,2
4117,Stalking,00:29,"Gokal Pur (28.5318, 76.8297)",Thursday,Severe,11:23,Mall,46
4118,Sexual Harassment,22:08,"Dallo Pura (28.8387, 77.2193)",Monday,Severe,01:36,Hospital,13
4119,Honor Killing,23:50,"Bhalswa Jahangir Pur (28.7214, 77.1112)",Monday,Minor,08:14,Mall,47
4120,Eve Teasing,12:03,"Dallo Pura (28.5049, 76.8166)",Saturday,Minor,12:59,Mall,16
4121,Eve Teasing,21:17,"Kirari Suleman Nagar (28.7764, 77.0047)",Thursday,Severe,08:02,Market,41
4122,Human Trafficking,09:41,"Gokal Pur (28.5274, 76.85)",Friday,Moderate,16:13,Temple,10
4123,Sexual Harassment,05:44,"Kirari Suleman Nagar (28.5218, 76.8988)",Saturday,Minor,08:12,Market,50
4124,Sexual Harassment,19:35,"Gokal Pur (28.7097, 76.9687)",Thursday,Moderate,03:06,Market,1
4125,Eve Teasing,09:16,"Mustafabad (28.6975, 76.9742)",Tuesday,Moderate,10:50,Park,3
4126,Dowry Death,07:04,"Mandoli (28.8475, 77.0927)",Tuesday,Moderate,16:59,Temple,49
4127,Honor Killing,06:58,"Nangloi Jat (28.7296, 77.1796)",Thursday,Moderate,09:52,Hospital,35
4128,Dowry Death,03:34,"Mustafabad (28.6541, 76.8341)",Wednesday,Minor,20:32,Hospital,29
4129,Domestic Violence,15:21,"Delhi Cantonment (28.7344, 77.0239)",Wednesday,Minor,04:45,School,19
4130,Human Trafficking,00:39,"Delhi Cantonment (28.5032, 77.0781)",Tuesday,Minor,14:01,Temple,14
4131,Honor Killing,16:05,"Delhi Cantonment (28.8283, 77.1988)",Sunday,Moderate,12:26,Temple,32
4132,Human Trafficking,08:01,"Mandoli (28.4754, 77.0763)",Saturday,Severe,07:06,Police Station,44
4133,Domestic Violence,13:04,"Deoli (28.5981, 76.9916)",Sunday,Minor,23:31,Police Station,37
4134,Stalking,04:08,"Sultan Pur Majra (28.6764, 76.9808)",Saturday,Minor,03:37,Mall,5
4135,Human Trafficking,15:14,"Sultan Pur Majra (28.6108, 76.9276)",Friday,Minor,07:01,Apartment Complex,3
4136,Acid Attack,19:25,"Hastsal (28.8307, 77.2041)",Saturday,Severe,21:06,Park,45
4137,Domestic Violence,21:54,"Burari (28.5231, 76.9668)",Monday,Minor,13:44,Park,47
4138,Dowry Death,00:37,"Bhalswa Jahangir Pur (28.5376, 77.0932)",Thursday,Minor,13:59,Mall,29
4139,Eve Teasing,12:07,"Kirari Suleman Nagar (28.536, 77.1047)",Wednesday,Minor,12:13,Apartment Complex,2
4140,Domestic Violence,16:35,"Mustafabad (28.5999, 77.0286)",Sunday,Moderate,11:17,School,39
4141,Eve Teasing,08:33,"Sultan Pur Majra (28.5076, 77.1671)",Tuesday,Severe,18:06,Park,0
4142,Eve Teasing,10:40,"Sultan Pur Majra (28.8846, 77.023)",Monday,Moderate,03:55,Park,24
4143,Eve Teasing,06:54,"Sultan Pur Majra (28.4408, 77.2497)",Friday,Severe,18:35,School,39
4144,Dowry Death,08:51,"Mustafabad (28.8931, 77.2089)",Sunday,Moderate,05:31,Apartment Complex,45
4145,Dowry Death,20:43,"Mustafabad (28.8324, 77.1922)",Sunday,Moderate,04:14,Police Station,8
4146,Acid Attack,15:37,"Nangloi Jat (28.5259, 76.983)",Wednesday,Moderate,14:02,Mall,11
4147,Human Trafficking,04:13,"Delhi Cantonment (28.6029, 76.9148)",Saturday,Severe,14:23,Temple,11
4148,Acid Attack,05:36,"Hastsal (28.5482, 77.1225)",Monday,Severe,15:16,Hospital,22
4149,Stalking,01:24,"Bhalswa Jahangir Pur (28.8825, 77.2812)",Friday,Minor,04:14,Police Station,2
4150,Dowry Death,04:06,"Karawal Nagar (28.8786, 76.8414)",Sunday,Moderate,17:52,Hospital,17
4151,Dowry Death,09:23,"Nangloi Jat (28.4044, 77.1586)",Thursday,Minor,02:56,Apartment Complex,44
4152,Human Trafficking,07:44,"Bhalswa Jahangir Pur (28.4001, 77.2844)",Thursday,Minor,07:02,Market,36
4153,Sexual Harassment,12:20,"Nangloi Jat (28.8232, 77.2136)",Wednesday,Moderate,23:42,Market,25
4154,Human Trafficking,01:58,"Gokal Pur (28.7909, 76.8964)",Sunday,Minor,19:55,Apartment Complex,38
4155,Human Trafficking,19:29,"Deoli (28.7054, 77.0791)",Friday,Moderate,19:45,School,44
4156,Sexual Harassment,05:23,"Burari (28.5935, 77.2062)",Sunday,Moderate,19:09,Police Station,2
4157,Stalking,08:11,"Mandoli (28.7752, 77.0293)",Friday,Severe,22:36,Temple,21
4158,Sexual Harassment,16:08,"Nangloi Jat (28.6516, 77.2004)",Sunday,Minor,16:24,Mall,28
4159,Eve Teasing,18:32,"Karawal Nagar (28.4662, 77.0138)",Wednesday,Minor,09:28,School,4
4160,Acid Attack,04:03,"Burari (28.8004, 77.0711)",Friday,Severe,19:30,Police Station,27
4161,Stalking,22:58,"Karawal Nagar (28.5217, 77.0335)",Friday,Moderate,02:14,Apartment Complex,8
4162,Eve Teasing,03:14,"Nangloi Jat (28.8297, 77.2221)",Wednesday,Minor,06:29,Park,50
4163,Domestic Violence,15:28,"Sultan Pur Majra (28.8171, 77.0896)",Sunday,Severe,14:08,Police Station,47
4164,Domestic Violence,19:37,"Mustafabad (28.5954, 77.0319)",Saturday,Minor,06:30,Hospital,40
4165,Eve Teasing,19:10,"Delhi Cantonment (28.7254, 76.8211)",Friday,Severe,20:31,Park,43
4166,Honor Killing,14:43,"Mandoli (28.5576, 77.0932)",Tuesday,Moderate,06:06,Police Station,50
4167,Eve Teasing,11:21,"Mandoli (28.8397, 77.1163)",Tuesday,Minor,13:30,Temple,5
4168,Stalking,23:44,"Sultan Pur Majra (28.6873, 76.8666)",Sunday,Moderate,06:49,Police Station,36
4169,Acid Attack,05:05,"Dallo Pura (28.8646, 76.9059)",Friday,Minor,20:33,Apartment Complex,20
4170,Acid Attack,19:36,"Delhi Cantonment (28.6633, 76.8064)",Wednesday,Moderate,09:11,School,22
4171,Acid Attack,14:34,"Mandoli (28.7662, 77.1126)",Tuesday,Moderate,19:15,Park,4
4172,Stalking,17:59,"Gokal Pur (28.8792, 77.198)",Wednesday,Moderate,16:08,School,36
4173,Stalking,04:04,"Delhi Cantonment (28.4023, 77.0356)",Sunday,Severe,11:36,Temple,16
4174,Human Trafficking,01:53,"Karawal Nagar (28.4708, 76.9637)",Monday,Minor,20:07,Police Station,26
4175,Honor Killing,15:14,"Nangloi Jat (28.4399, 76.955)",Wednesday,Minor,15:22,School,6
4176,Acid Attack,05:28,"Nangloi Jat (28.5821, 77.2684)",Thursday,Moderate,09:05,School,34
4177,Stalking,17:34,"Mandoli (28.7299, 77.2673)",Saturday,Severe,12:37,Police Station,14
4178,Dowry Death,08:49,"Mustafabad (28.7636, 77.2015)",Saturday,Minor,22:56,Police Station,18
4179,Acid Attack,20:38,"Deoli (28.5702, 76.849)",Tuesday,Minor,03:41,Hospital,45
4180,Dowry Death,11:59,"Sultan Pur Majra (28.4693, 76.9595)",Monday,Minor,01:09,Police Station,10
4181,Human Trafficking,18:36,"Mandoli (28.6631, 76.9712)",Wednesday,Moderate,14:53,Temple,36
4182,Domestic Violence,13:55,"Hastsal (28.614, 76.8534)",Sunday,Moderate,13:15,Police Station,36
4183,Human Trafficking,18:42,"Delhi Cantonment (28.8377, 77.0568)",Saturday,Minor,13:12,Hospital,35
4184,Sexual Harassment,16:24,"Deoli (28.8904, 76.9963)",Tuesday,Moderate,23:28,Park,7
4185,Stalking,14:49,"Burari (28.5914, 76.8806)",Monday,Minor,17:15,School,26
4186,Dowry Death,19:17,"Burari (28.7664, 77.1309)",Monday,Minor,18:13,Temple,21
4187,Stalking,20:37,"Burari (28.7939, 76.9329)",Monday,Severe,09:40,Market,22
4188,Domestic Violence,17:22,"Delhi Cantonment (28.789, 76.8631)",Wednesday,Moderate,18:40,Market,21
4189,Honor Killing,20:15,"Mustafabad (28.4332, 76.9453)",Saturday,Severe,19:52,Temple,32
4190,Sexual Harassment,19:53,"Kirari Suleman Nagar (28.4848, 76.8515)",Friday,Severe,12:38,Police Station,19
4191,Human Trafficking,07:06,"Deoli (28.4302, 77.212)",Wednesday,Minor,08:05,Apartment Complex,26
4192,Sexual Harassment,22:08,"Hastsal (28.8503, 77.1319)",Sunday,Severe,05:29,Park,48
4193,Dowry Death,16:24,"Deoli (28.597, 77.2553)",Saturday,Severe,20:33,Park,39
4194,Sexual Harassment,06:05,"Hastsal (28.7918, 77.0514)",Thursday,Moderate,22:04,School,10
4195,Human Trafficking,11:41,"Burari (28.7499, 77.1434)",Wednesday,Moderate,20:24,Market,45
4196,Stalking,05:30,"Gokal Pur (28.48, 77.183)",Monday,Severe,07:26,Hospital,47
4197,Domestic Violence,17:43,"Hastsal (28.4025, 77.1565)",Wednesday,Minor,13:49,School,32
4198,Stalking,14:13,"Burari (28.7886, 77.1091)",Sunday,Minor,05:10,School,14
4199,Sexual Harassment,17:22,"Hastsal (28.7718, 77.2446)",Sunday,Severe,01:48,Mall,0
4200,Human Trafficking,02:13,"Sultan Pur Majra (28.6889, 76.9352)",Friday,Minor,03:51,Apartment Complex,42
4201,Eve Teasing,19:50,"Mustafabad (28.6168, 77.2226)",Sunday,Moderate,23:36,Park,14
4202,Human Trafficking,01:07,"Deoli (28.8691, 77.1874)",Tuesday,Severe,01:06,School,19
4203,Human Trafficking,22:06,"Mandoli (28.4837, 77.0054)",Thursday,Minor,20:48,Market,35
4204,Eve Teasing,02:13,"Bhalswa Jahangir Pur (28.7206, 76.8947)",Wednesday,Minor,10:04,Apartment Complex,5
4205,Eve Teasing,01:45,"Mustafabad (28.5302, 77.2964)",Wednesday,Minor,07:47,Apartment Complex,16
4206,Acid Attack,07:53,"Kirari Suleman Nagar (28.7554, 77.0124)",Wednesday,Severe,08:34,School,0
4207,Sexual Harassment,11:43,"Delhi Cantonment (28.7443, 76.9518)",Friday,Severe,01:32,Police Station,13
4208,Acid Attack,01:06,"Bhalswa Jahangir Pur (28.4151, 76.9051)",Saturday,Severe,14:58,Park,31
4209,Dowry Death,20:14,"Delhi Cantonment (28.8727, 77.258)",Saturday,Minor,03:16,Police Station,35
4210,Dowry Death,18:42,"Hastsal (28.8578, 77.0161)",Thursday,Severe,05:37,Park,45
4211,Honor Killing,12:47,"Nangloi Jat (28.4885, 77.2636)",Sunday,Moderate,10:18,Hospital,44
4212,Honor Killing,19:04,"Karawal Nagar (28.7231, 76.8664)",Sunday,Moderate,01:49,Park,35
4213,Acid Attack,21:08,"Dallo Pura (28.4118, 76.9561)",Tuesday,Minor,04:33,Apartment Complex,44
4214,Eve Teasing,23:53,"Kirari Suleman Nagar (28.7832, 76.8464)",Wednesday,Severe,04:16,School,27
4215,Human Trafficking,02:48,"Burari (28.5746, 77.2507)",Wednesday,Minor,23:22,Hospital,44
4216,Stalking,22:51,"Dallo Pura (28.4328, 77.1621)",Wednesday,Moderate,21:56,Park,6
4217,Human Trafficking,15:25,"Hastsal (28.7029, 76.9715)",Monday,Moderate,14:31,School,13
4218,Stalking,02:17,"Mustafabad (28.6573, 76.9898)",Tuesday,Minor,23:50,Market,32
4219,Honor Killing,20:14,"Bhalswa Jahangir Pur (28.8045, 77.2432)",Saturday,Minor,09:17,Apartment Complex,20
4220,Stalking,09:42,"Sultan Pur Majra (28.5109, 77.1421)",Sunday,Moderate,00:33,Hospital,22
4221,Human Trafficking,23:29,"Bhalswa Jahangir Pur (28.6622, 76.9226)",Friday,Minor,08:46,Hospital,43
4222,Human Trafficking,07:37,"Gokal Pur (28.8351, 77.1208)",Monday,Minor,08:30,Mall,18
4223,Eve Teasing,23:34,"Hastsal (28.6734, 77.2861)",Tuesday,Severe,12:40,Police Station,41
4224,Sexual Harassment,07:20,"Sultan Pur Majra (28.5688, 77.0713)",Tuesday,Moderate,03:55,Park,49
4225,Sexual Harassment,00:48,"Mandoli (28.4196, 77.1164)",Friday,Severe,06:18,School,25
4226,Honor Killing,00:00,"Deoli (28.7384, 77.2385)",Sunday,Minor,03:41,Park,38
4227,Domestic Violence,05:35,"Mandoli (28.5165, 77.1818)",Sunday,Severe,20:20,Apartment Complex,2
4228,Dowry Death,03:25,"Nangloi Jat (28.7944, 77.1137)",Wednesday,Minor,20:16,Apartment Complex,16
4229,Stalking,03:24,"Karawal Nagar (28.7031, 76.9672)",Monday,Moderate,04:55,Apartment Complex,27
4230,Acid Attack,19:01,"Delhi Cantonment (28.8571, 77.1365)",Monday,Minor,14:25,Temple,39
4231,Sexual Harassment,15:03,"Gokal Pur (28.784, 77.2555)",Monday,Minor,19:03,Police Station,15
4232,Acid Attack,05:08,"Gokal Pur (28.8732, 77.1601)",Saturday,Minor,15:41,Temple,35
4233,Eve Teasing,18:27,"Kirari Suleman Nagar (28.5072, 76.832)",Friday,Severe,19:35,Market,34
4234,Human Trafficking,13:22,"Deoli (28.8119, 77.2836)",Wednesday,Minor,23:15,Hospital,30
4235,Eve Teasing,16:32,"Deoli (28.6948, 76.9514)",Monday,Moderate,07:57,Police Station,22
4236,Honor Killing,06:11,"Hastsal (28.8996, 77.1452)",Friday,Severe,22:33,Park,45
4237,Stalking,12:57,"Karawal Nagar (28.8215, 77.1059)",Friday,Minor,01:39,Park,12
4238,Honor Killing,10:09,"Delhi Cantonment (28.732, 77.235)",Sunday,Minor,05:47,Market,50
4239,Domestic Violence,04:14,"Delhi Cantonment (28.6899, 76.96)",Monday,Minor,14:33,Apartment Complex,18
4240,Stalking,00:54,"Gokal Pur (28.6239, 76.8915)",Tuesday,Minor,17:31,Market,46
4241,Honor Killing,23:45,"Delhi Cantonment (28.8166, 77.2522)",Thursday,Minor,00:22,Hospital,20
4242,Stalking,05:38,"Hastsal (28.5282, 77.2629)",Saturday,Moderate,11:52,Mall,50
4243,Acid Attack,06:31,"Hastsal (28.4112, 76.8589)",Monday,Moderate,06:34,Mall,44
4244,Eve Teasing,23:27,"Bhalswa Jahangir Pur (28.6228, 77.1503)",Tuesday,Severe,09:08,Park,6
4245,Human Trafficking,10:30,"Deoli (28.4493, 77.2929)",Thursday,Severe,22:18,School,42
4246,Acid Attack,21:28,"Nangloi Jat (28.41, 76.8536)",Friday,Severe,11:38,School,34
4247,Human Trafficking,20:03,"Sultan Pur Majra (28.8646, 76.8504)",Monday,Minor,01:29,Market,34
4248,Eve Teasing,20:37,"Burari (28.4667, 76.9235)",Friday,Moderate,03:02,Hospital,41
4249,Eve Teasing,18:11,"Hastsal (28.4574, 77.2657)",Friday,Moderate,13:13,School,37
4250,Human Trafficking,04:13,"Kirari Suleman Nagar (28.4802, 77.1122)",Thursday,Severe,22:02,Park,21
4251,Eve Teasing,13:45,"Delhi Cantonment (28.8958, 77.2793)",Saturday,Moderate,02:23,Mall,36
4252,Stalking,15:50,"Sultan Pur Majra (28.8584, 76.8916)",Sunday,Minor,05:17,Market,37
4253,Dowry Death,15:17,"Burari (28.6364, 77.2001)",Tuesday,Moderate,06:06,School,25
4254,Sexual Harassment,13:45,"Hastsal (28.4277, 76.8969)",Saturday,Severe,13:50,Park,16
4255,Acid Attack,07:22,"Sultan Pur Majra (28.8628, 77.2821)",Sunday,Minor,14:55,Market,14
4256,Acid Attack,02:48,"Bhalswa Jahangir Pur (28.6285, 77.2388)",Friday,Moderate,12:35,Park,48
4257,Eve Teasing,14:32,"Mustafabad (28.6449, 76.9154)",Tuesday,Minor,17:48,Market,4
4258,Acid Attack,07:56,"Mustafabad (28.5462, 77.2506)",Tuesday,Moderate,04:53,Market,20
4259,Stalking,10:50,"Burari (28.5877, 76.8446)",Monday,Severe,21:27,Hospital,32
4260,Domestic Violence,12:36,"Sultan Pur Majra (28.8711, 77.0863)",Saturday,Minor,05:31,Market,50
4261,Sexual Harassment,20:55,"Karawal Nagar (28.7216, 77.2908)",Tuesday,Minor,21:46,School,4
4262,Acid Attack,10:34,"Mandoli (28.5952, 76.9028)",Sunday,Moderate,07:23,Police Station,14
4263,Domestic Violence,08:39,"Bhalswa Jahangir Pur (28.8446, 77.2218)",Wednesday,Severe,11:06,Temple,2
4264,Stalking,04:43,"Delhi Cantonment (28.6909, 77.1514)",Thursday,Minor,02:52,School,38
4265,Human Trafficking,00:02,"Gokal Pur (28.6026, 76.8516)",Tuesday,Minor,22:16,School,35
4266,Honor Killing,02:18,"Sultan Pur Majra (28.4984, 77.0186)",Tuesday,Minor,17:35,Police Station,38
4267,Sexual Harassment,15:33,"Mandoli (28.7387, 76.9255)",Friday,Moderate,20:02,Mall,42
4268,Sexual Harassment,14:39,"Mustafabad (28.7314, 76.8275)",Sunday,Moderate,13:50,School,45
4269,Human Trafficking,14:59,"Burari (28.4485, 76.8186)",Wednesday,Moderate,21:44,Park,14
4270,Acid Attack,00:47,"Nangloi Jat (28.6844, 76.8071)",Thursday,Severe,04:45,School,37
4271,Eve Teasing,10:14,"Mandoli (28.8847, 76.8205)",Wednesday,Moderate,19:35,Police Station,37
4272,Human Trafficking,17:02,"Gokal Pur (28.5712, 77.2854)",Friday,Minor,00:46,Hospital,22
4273,Sexual Harassment,00:23,"Nangloi Jat (28.7517, 77.2611)",Tuesday,Minor,23:40,Police Station,46
4274,Human Trafficking,03:44,"Delhi Cantonment (28.6906, 77.2002)",Thursday,Moderate,06:49,Park,24
4275,Acid Attack,06:27,"Mandoli (28.6546, 76.9319)",Tuesday,Severe,02:06,Police Station,39
4276,Acid Attack,14:26,"Nangloi Jat (28.6331, 77.1381)",Saturday,Moderate,06:14,Market,1
4277,Acid Attack,09:22,"Mandoli (28.4994, 76.9319)",Saturday,Minor,14:22,School,45
4278,Acid Attack,10:22,"Bhalswa Jahangir Pur (28.8052, 77.2254)",Tuesday,Severe,20:14,School,2
4279,Dowry Death,10:34,"Mustafabad (28.5667, 76.8228)",Tuesday,Minor,13:21,Hospital,27
4280,Eve Teasing,04:24,"Mustafabad (28.5248, 77.0054)",Wednesday,Moderate,23:35,Hospital,13
4281,Stalking,07:41,"Karawal Nagar (28.7338, 77.1)",Sunday,Minor,08:16,Market,7
4282,Honor Killing,19:30,"Bhalswa Jahangir Pur (28.542, 77.23)",Wednesday,Severe,15:21,Mall,49
4283,Dowry Death,02:26,"Deoli (28.662, 77.0003)",Wednesday,Minor,05:13,Police Station,12
4284,Human Trafficking,09:21,"Gokal Pur (28.7581, 76.9554)",Thursday,Moderate,13:56,Apartment Complex,21
4285,Eve Teasing,08:28,"Mustafabad (28.4788, 77.0027)",Saturday,Severe,08:43,Police Station,19
4286,Acid Attack,23:21,"Dallo Pura (28.6865, 77.1727)",Monday,Minor,15:28,Police Station,35
4287,Dowry Death,03:58,"Kirari Suleman Nagar (28.8834, 77.145)",Sunday,Minor,18:57,Park,45
4288,Acid Attack,10:16,"Nangloi Jat (28.8501, 77.2459)",Monday,Minor,02:08,School,6
4289,Eve Teasing,17:13,"Hastsal (28.552, 77.2214)",Sunday,Minor,01:23,Mall,38
4290,Sexual Harassment,16:30,"Burari (28.526, 77.0501)",Friday,Minor,08:17,Mall,12
4291,Stalking,16:52,"Nangloi Jat (28.5243, 77.1557)",Monday,Minor,11:21,Park,47
4292,Acid Attack,08:19,"Nangloi Jat (28.4489, 76.8514)",Friday,Moderate,21:21,Temple,23
4293,Honor Killing,23:59,"Deoli (28.6493, 77.1211)",Wednesday,Moderate,07:41,Police Station,6
4294,Eve Teasing,08:42,"Burari (28.6434, 76.8868)",Tuesday,Severe,15:34,Market,12
4295,Honor Killing,19:16,"Mustafabad (28.62, 77.0727)",Sunday,Severe,00:39,Market,22
4296,Honor Killing,11:35,"Mandoli (28.8855, 77.0171)",Thursday,Minor,09:09,Park,20
4297,Eve Teasing,16:26,"Bhalswa Jahangir Pur (28.6193, 76.922)",Sunday,Severe,07:54,Mall,48
4298,Acid Attack,13:50,"Nangloi Jat (28.6835, 76.8025)",Saturday,Severe,23:43,School,47
4299,Dowry Death,08:46,"Mandoli (28.678, 76.9375)",Thursday,Moderate,16:29,Police Station,14
4300,Acid Attack,02:15,"Kirari Suleman Nagar (28.8335, 76.9069)",Sunday,Moderate,07:58,School,21
4301,Dowry Death,21:16,"Deoli (28.6438, 77.2316)",Friday,Severe,18:26,Temple,12
4302,Eve Teasing,23:32,"Nangloi Jat (28.7767, 76.9335)",Tuesday,Severe,17:20,Apartment Complex,16
4303,Dowry Death,14:19,"Burari (28.8265, 76.9456)",Thursday,Minor,20:10,Apartment Complex,46
4304,Dowry Death,00:29,"Gokal Pur (28.7608, 77.2777)",Friday,Severe,06:14,Temple,28
4305,Eve Teasing,10:22,"Mustafabad (28.7679, 77.0212)",Monday,Minor,07:53,Temple,14
4306,Eve Teasing,02:56,"Dallo Pura (28.4969, 77.1831)",Friday,Severe,17:32,Police Station,29
4307,Acid Attack,16:44,"Burari (28.4816, 77.1481)",Wednesday,Minor,04:06,School,24
